time mnvel errvel tel
2450019.611632 -47.6 6.5 lick
2450019.633738 -53.1 6.6 lick
2450019.723484 -56.8 6.0 lick
2450019.744676 -73.1 7.3 lick
2450019.838044 -62.2 6.0 lick
2450019.860139 -69.9 7.2 lick
2450020.602187 -25.3 5.6 lick
2450020.624931 -22.4 5.6 lick
2450020.729340 -14.8 5.2 lick
2450020.752986 -11.2 6.1 lick
2450020.842303 -6.0 7.5 lick
2450020.864352 4.9 7.0 lick
2450021.604722 37.3 6.0 lick
2450021.627025 60.2 6.0 lick
2450021.649803 58.6 6.4 lick
2450021.672685 46.2 5.9 lick
2450021.698472 48.9 7.6 lick
2450021.721956 69. 11. lick
2450021.744630 29. 12. lick
2450023.588264 -39.2 6.9 lick
2450023.610405 -38.2 7.5 lick
2450023.632975 -42.7 6.3 lick
2450023.655775 -48.1 6.0 lick
2450023.678507 -39.9 6.6 lick
2450023.701042 -40.1 6.6 lick
2450023.725833 -48.8 6.7 lick
2450024.630289 -41.3 3.5 lick
2450024.648183 -46.0 3.7 lick
2450024.717917 -40.6 4.4 lick
2450024.733160 -36.0 4.2 lick
2450024.809340 -31.1 4.9 lick
2450024.824537 -30.7 5.4 lick
2450025.609005 38.2 6.7 lick
2450025.632338 33.8 6.1 lick
2450025.704086 39.0 6.0 lick
2450025.726481 48.3 6.8 lick
2450025.749722 36.3 6.5 lick
2450025.772176 53.7 6.4 lick
2450026.601551 60. 12. lick
2450026.622500 55.2 6.9 lick
2450026.644688 63.9 7.1 lick
2450026.667488 48. 11. lick
2450026.690567 60.2 9.5 lick
2450026.714259 57.7 8.9 lick
2450026.736551 47.6 7.4 lick
2450027.636389 -32.4 6.3 lick
2450027.658333 -25.5 6.2 lick
2450027.683229 -31.9 7.4 lick
2450027.700799 -29. 11. lick
2450027.728241 -33.9 7.4 lick
2450027.749826 -37.5 6.6 lick
2450027.772083 -38.6 6.8 lick
2450028.594676 -47.7 6.5 lick
2450028.617894 -55.8 6.2 lick
2450028.643843 -43.1 6.3 lick
2450028.666296 -44.6 6.6 lick
2450028.689248 -49.9 6.1 lick
2450028.711829 -46.3 6.1 lick
2450028.734387 -47.3 6.1 lick
2450028.757014 -45.1 6.6 lick
2450028.779919 -41.3 6.8 lick
2450029.596875 12.4 6.2 lick
2450029.619178 15.7 6.0 lick
2450029.688750 24.6 6.5 lick
2450029.711366 29.8 6.4 lick
2450029.734039 34.7 6.3 lick
2450029.757454 28.9 5.6 lick
2450030.591157 67.1 7.7 lick
2450030.611435 39.9 7.8 lick
2450030.635255 42.4 9.3 lick
2450030.660972 54. 12. lick
2450030.682650 51.4 7.8 lick
2450030.707581 57.0 9.4 lick
2450030.727882 39.0 7.0 lick
2450030.751111 54.1 6.7 lick
2450030.822326 42.8 6.9 lick
2450030.845255 40.0 7.4 lick
2450031.649803 -7.4 7.0 lick
2450031.672523 -7.8 7.0 lick
2450031.694850 -7.8 7.4 lick
2450031.717118 -7.4 8.4 lick
2450031.739965 -12.9 7.8 lick
2450031.762361 -13.2 8.8 lick
2450032.590903 -45.9 6.0 lick
2450032.613542 -50.4 5.6 lick
2450032.636007 -65.7 5.8 lick
2450032.658773 -51.2 5.7 lick
2450032.681586 -49.4 6.5 lick
2450032.704016 -49.1 6.2 lick
2450033.596586 -5.9 5.8 lick
2450033.619479 -7.3 6.4 lick
2450033.642269 -1.6 6.0 lick
2450033.665046 13.4 6.6 lick
2450033.687731 0.2 6.9 lick
2450033.710289 12.0 7.2 lick
2450033.733102 10.0 7.1 lick
2450035.593527 10.1 3.0 lick
2450035.605937 11.0 4.7 lick
2450040.749306 -47.2 8.9 lick
2450041.592778 -28.8 7.5 lick
2450041.614201 -28.7 6.6 lick
2450041.684016 -24.3 6.1 lick
2450041.707014 -28.2 6.5 lick
2450041.729549 -19.2 6.6 lick
2450041.751840 -33.1 8.0 lick
2450043.632037 52.7 6.4 lick
2450043.656563 41.5 6.3 lick
2450044.636377 -39.6 6.2 lick
2450044.660833 -39.3 5.9 lick
2450045.593426 -32.3 6.5 lick
2450045.619676 -50.5 6.8 lick
2450046.666910 39.0 8.0 lick
2450046.687743 26.5 8.2 lick
2450046.711806 39.4 6.7 lick
2450046.735764 31.8 6.9 lick
2450058.579479 -31.4 4.6 lick
2450058.610718 -25. 10. lick
2450068.669525 70.4 8.6 lick
2450068.693831 66.5 7.5 lick
2450072.646238 50.6 4.7 lick
2450073.671285 9.4 7.1 lick
2450086.729572 -28.6 6.5 lick
2450087.588796 -51.0 6.0 lick
2450088.611065 -4.6 4.7 lick
2450089.684734 54.0 4.5 lick
2450090.661227 8.5 5.1 lick
2450091.613692 -55.7 4.7 lick
2450182.025590 18.7 6.4 lick
2450215.969132 34.6 8.3 lick
2450215.991632 32.3 7.4 lick
2450231.975833 -26. 12. lick
2450232.955116 35. 10. lick
2450232.978472 34.6 9.4 lick
2450233.997546 56.1 9.8 lick
2450235.941331 -48.4 8.3 lick
2450235.964618 -50.4 8.2 lick
2450262.991285 55.5 3.8 lick
2450288.932789 40.5 4.6 lick
2450298.923380 -48.6 4.2 lick
2450304.889132 38.2 4.2 lick
2450326.896424 45.9 4.2 lick
2450441.654884 21.0 6.6 lick
2450610.971968 17.2 7.0 lick
2450611.959248 -52.8 6.5 lick
2450645.842546 -61.0 4.7 lick
2450655.917870 22.9 4.7 lick
2450793.617199 -37.0 4.3 lick
2451014.946065 -27.0 5.7 lick
2451025.964803 -26.3 5.0 lick
2451048.902940 -7.3 6.5 lick
2451130.627083 47.5 6.8 lick
2451416.925613 -21.0 5.1 lick
2451444.817917 -39.1 6.8 lick
2451445.795995 -51.0 5.8 lick
2451447.727998 48.7 4.7 lick
2451448.822951 -0.1 5.6 lick
2451482.664352 -12.7 6.4 lick
2451533.577627 -31.5 6.0 lick
2451533.699120 -32.3 5.7 lick
2451774.859259 -26.5 5.2 lick
2451815.745949 58.7 5.5 lick
2451815.772396 53.7 5.3 lick
2451826.685706 -59.7 6.0 lick
2451826.714965 -65.5 5.4 lick
2451834.675069 -62.4 5.3 lick
2451834.704086 -67.2 4.8 lick
2451839.682650 -33.7 6.0 lick
2451869.597951 -26.2 5.8 lick
2451869.639109 -24.5 8.1 lick
2452120.867465 32.7 5.6 lick
2452157.778646 11.6 5.4 lick
2452158.782465 39.6 5.1 lick
2452159.762407 -29.6 4.5 lick
2452160.817141 -59.0 6.7 lick
2452167.738056 20.2 6.0 lick
2452167.767303 12.1 6.0 lick
2452168.762002 -62.1 5.4 lick
2452168.791713 -64.9 6.0 lick
2452169.791458 -44.6 6.3 lick
2452169.821736 -29.4 6.8 lick
2452170.784433 30.7 5.3 lick
2452170.813819 26.8 5.4 lick
2452171.752870 17.4 6.2 lick
2452171.782778 37.8 6.2 lick
2452172.784896 -41.1 5.5 lick
2452172.814537 -47.3 5.1 lick
2452173.749120 -52.7 5.8 lick
2452173.779745 -44.8 5.9 lick
2452184.745995 15.4 5.5 lick
2452184.776157 3.9 5.5 lick
2452189.678866 -37.8 5.9 lick
2452189.707882 -46.2 6.0 lick
2449610.526800 -6.000000 9.000000 elodie
2449612.465700 27.000000 9.000000 elodie
2449655.306700 -20.000000 7.000000 elodie
2449728.228900 -58.000000 7.000000 elodie
2449729.226600 4.000000 7.000000 elodie
2449730.236700 56.000000 8.000000 elodie
2449739.268200 31.000000 8.000000 elodie
2449750.249100 3.000000 8.000000 elodie
2449751.247100 19.000000 9.000000 elodie
2449753.248000 -61.000000 8.000000 elodie
2449755.253400 65.000000 7.000000 elodie
2449765.261600 -31.000000 8.000000 elodie
2449766.260200 -62.000000 8.000000 elodie
2449766.269000 -66.000000 8.000000 elodie
2449767.259400 19.000000 8.000000 elodie
2449903.540000 67.000000 8.000000 elodie
2449903.548800 62.000000 7.000000 elodie
2449904.572200 25.000000 7.000000 elodie
2449906.597400 -4.000000 7.000000 elodie
2449906.603600 -6.000000 7.000000 elodie
2449907.556000 85.000000 7.000000 elodie
2449908.587600 39.000000 7.000000 elodie
2449909.570400 -47.000000 7.000000 elodie
2449910.587200 -18.000000 9.000000 elodie
2449910.598400 -14.000000 7.000000 elodie
2449969.378200 -42.000000 7.000000 elodie
2449969.582300 -38.000000 7.000000 elodie
2449970.428100 37.000000 7.000000 elodie
2449970.622200 43.000000 7.000000 elodie
2449971.435300 63.000000 7.000000 elodie
2449971.613100 40.000000 8.000000 elodie
2449972.345400 -10.000000 7.000000 elodie
2449972.352100 -17.000000 7.000000 elodie
2449974.393000 7.000000 8.000000 elodie
2449975.423700 52.000000 7.000000 elodie
2449976.436600 2.000000 7.000000 elodie
2449976.592200 -24.000000 7.000000 elodie
2450021.285900 29.000000 7.000000 elodie
2450021.443700 28.000000 7.000000 elodie
2450022.359700 62.000000 7.000000 elodie
2450022.453800 42.000000 7.000000 elodie
2450023.291100 -26.000000 7.000000 elodie
2450023.425100 -30.000000 7.000000 elodie
2450023.437600 -38.000000 7.000000 elodie
2450024.305900 -58.000000 7.000000 elodie
2450024.424300 -56.000000 7.000000 elodie
2450025.253800 14.000000 7.000000 elodie
2450025.447300 19.000000 7.000000 elodie
2450026.285200 37.000000 9.000000 elodie
2450026.436600 54.000000 8.000000 elodie
2450027.395400 14.000000 7.000000 elodie
2450027.438900 -28.000000 7.000000 elodie
2450028.286500 -68.000000 7.000000 elodie
2450028.339900 -64.000000 7.000000 elodie
2450061.277700 -42.000000 7.000000 elodie
2450062.253200 -80.000000 7.000000 elodie
2450063.250600 -40.000000 7.000000 elodie
2450070.267000 -44.000000 8.000000 elodie
2450090.252500 30.000000 9.000000 elodie
2450091.221100 -25.000000 7.000000 elodie
2450264.592100 -21.000000 8.000000 elodie
2450265.597800 -40.000000 7.000000 elodie
2450268.602300 -1.000000 7.000000 elodie
2450324.480000 -39.000000 7.000000 elodie
2450324.496400 -37.000000 7.000000 elodie
2450325.456300 -2.000000 7.000000 elodie
2450325.585800 2.000000 7.000000 elodie
2450326.445800 61.000000 7.000000 elodie
2450327.453800 34.000000 7.000000 elodie
2450328.481000 -34.000000 7.000000 elodie
2450328.495400 -36.000000 7.000000 elodie
2450329.482200 -15.000000 7.000000 elodie
2450380.350600 -20.000000 7.000000 elodie
2450381.354300 44.000000 7.000000 elodie
2450382.368400 20.000000 7.000000 elodie
2450383.340700 -44.000000 7.000000 elodie
2450384.318500 -42.000000 7.000000 elodie
2450385.335500 46.000000 7.000000 elodie
2450447.230100 -57.000000 9.000000 elodie
2450448.230300 0.000000 7.000000 elodie
2450474.234800 44.000000 7.000000 elodie
2450475.246600 39.000000 7.000000 elodie
2450476.268700 -53.000000 7.000000 elodie
2450675.564500 -48.000000 7.000000 elodie
2450677.598400 65.000000 9.000000 elodie
2450678.571700 34.000000 7.000000 elodie
2450681.516000 58.000000 7.000000 elodie
2450700.521500 -53.000000 7.000000 elodie
2450702.497600 25.000000 7.000000 elodie
2450703.475400 50.000000 7.000000 elodie
2450730.431100 -42.000000 7.000000 elodie
2450731.405800 -22.000000 7.000000 elodie
2450736.350000 32.000000 8.000000 elodie
2450766.308400 39.000000 7.000000 elodie
2450770.294000 30.000000 8.000000 elodie
2450773.371800 -65.000000 7.000000 elodie
2450795.270200 -3.000000 8.000000 elodie
2450822.247200 5.000000 7.000000 elodie
2450823.251500 -58.000000 7.000000 elodie
2450824.242800 -55.000000 7.000000 elodie
2451023.625400 2.000000 7.000000 elodie
2451026.555700 -36.000000 8.000000 elodie
2451053.519100 32.000000 8.000000 elodie
2451058.570700 55.000000 7.000000 elodie
2451088.415400 39.000000 7.000000 elodie
2451118.350400 25.000000 7.000000 elodie
2451158.242300 -61.000000 7.000000 elodie
2451390.582400 -53.000000 8.000000 elodie
2451391.611000 10.000000 7.000000 elodie
2451392.599700 61.000000 7.000000 elodie
2451417.495900 42.000000 7.000000 elodie
2451418.471100 55.000000 7.000000 elodie
2451420.498900 -39.000000 8.000000 elodie
2451423.544700 -8.000000 7.000000 elodie
2451438.466900 28.000000 7.000000 elodie
2451442.479600 0.000000 7.000000 elodie
2451466.411400 -34.000000 7.000000 elodie
2451467.412100 -33.000000 7.000000 elodie
2451505.323600 -45.000000 8.000000 elodie
2451510.350300 9.000000 7.000000 elodie
2451781.532000 51.000000 7.000000 elodie
2451782.487900 45.000000 7.000000 elodie
2451783.507300 -24.000000 7.000000 elodie
2451783.544200 -25.000000 8.000000 elodie
2451784.508200 -45.000000 8.000000 elodie
2451785.573000 25.000000 7.000000 elodie
2451786.509700 59.000000 7.000000 elodie
2451803.462000 37.000000 7.000000 elodie
2451882.237900 -40.000000 8.000000 elodie
2452111.588100 53.000000 7.000000 elodie
2452114.603100 -44.000000 7.000000 elodie
2452115.603200 38.000000 7.000000 elodie
2452116.595200 60.000000 7.000000 elodie
2452117.524600 -10.000000 7.000000 elodie
2452136.576100 29.000000 7.000000 elodie
2452137.564400 77.000000 7.000000 elodie
2452158.528800 58.000000 7.000000 elodie
2452159.575100 -6.000000 7.000000 elodie
2452160.571700 -63.000000 7.000000 elodie
2452197.404100 32.000000 7.000000 elodie
2452198.361700 -52.000000 7.000000 elodie
2452217.416900 36.000000 7.000000 elodie
2452250.314800 -31.000000 8.000000 elodie
2452488.585100 58.000000 7.000000 elodie
2452532.508000 -56.000000 8.000000 elodie
2452533.504700 -56.000000 8.000000 elodie
2452561.303500 2.000000 7.000000 elodie
2452565.460100 20.000000 7.000000 elodie
2452612.354800 -14.000000 8.000000 elodie
2452833.604900 -63.000000 7.000000 elodie
2452852.616100 56.000000 7.000000 elodie
2452858.582200 -48.000000 8.000000 elodie
2452887.533900 -23.000000 7.000000 elodie
